eha_ptid,fcdocket,hilarriid,nididfull,nidid,dam_name,longitude,latitude,state,huc,Pt_Own,OwType,Type,CH_MW,status,HILARRI_2021,EHA_FY2021,EHA_Annual_Capacity,EHA_Annual_CapacityFactor,EHA_Annual_Gross_Generation,ORNL_Retired_FY2020_revised,ORNL_US_Hydropower_DevelopmentPipeline_Data_FY2021,ORNL_CostofMitigatingEnvironmentalImpacts_FY2021,ORNL_Mitigation_Database,EHA_Annual_Net_Generation,hydrosource_id,uri,huc12_uri,comid,comid_uri
hc0026_p01,NA,2038,MT00565,MT00565,HUNGRY HORSE,-114.0126,48.3413,MT,1.70E+11,Reclamation Pacific Northwest Region (PN),Reclamation,HY,428,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,34,https://geoconnex.us/ornl/hydrosource/dams34,https://geoconnex.us/nhdplusv2/huc12/1.70E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0027_p01,NA,2883,CA10165,CA10165,LEWISTON,-122.793,40.7264,CA,1.80E+11,Reclamation Mid Pacific Region (MP),Reclamation,HY,154.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,35,https://geoconnex.us/ornl/hydrosource/dams35,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0027_p02,NA,2882,CA10165,CA10165,LEWISTON,-122.793,40.7264,CA,1.80E+11,Trinity Power Authority,Reclamation,HY,0.35,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,36,https://geoconnex.us/ornl/hydrosource/dams36,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0028_p01,NA,2912,CA10160,CA10160,KESWICK,-122.4454,40.612,CA,1.80E+11,Reclamation Mid Pacific Region (MP),Reclamation,HY,117,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,37,https://geoconnex.us/ornl/hydrosource/dams37,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0029_p01,NA,1736,WY01294,WY01294,KORTES,-106.881,42.174,WY,1.02E+11,Reclamation Great Plains Region (GP),Reclamation,HY,36,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,38,https://geoconnex.us/ornl/hydrosource/dams38,https://geoconnex.us/nhdplusv2/huc12/1.02E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0030_p01,NA,1863,CO01677,CO01677,BONHAM-WELLS,-107.90222,39.103329,CO,1.40E+11,Reclamation Upper Colorado Region (UC),Reclamation,HY,9.9,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,39,https://geoconnex.us/ornl/hydrosource/dams39,https://geoconnex.us/nhdplusv2/huc12/1.40E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0030_p02,NA,1864,CO01677,CO01677,BONHAM-WELLS,-107.90222,39.103329,CO,1.40E+11,Reclamation Upper Colorado Region (UC),Reclamation,HY,5.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,40,https://geoconnex.us/ornl/hydrosource/dams40,https://geoconnex.us/nhdplusv2/huc12/1.40E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0031_p01,NA,1730,CO01662,CO01662,OLYMPUS,-105.4876,40.3755,CO,1.02E+11,Reclamation Great Plains Region (GP),Reclamation,HY,45,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,41,https://geoconnex.us/ornl/hydrosource/dams41,https://geoconnex.us/nhdplusv2/huc12/1.02E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0032_p01,NA,1895,CO02707,CO02707,MCPHEE,-108.572,37.5774,CO,1.40E+11,Dolores Water Conservancy District,Reclamation,HY,1.2,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,42,https://geoconnex.us/ornl/hydrosource/dams42,https://geoconnex.us/nhdplusv2/huc12/1.40E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0032_p02,NA,1894,CO02707,CO02707,MCPHEE,-108.572,37.5774,CO,1.40E+11,Dolores Water Conservancy District,Reclamation,HY,11.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,43,https://geoconnex.us/ornl/hydrosource/dams43,https://geoconnex.us/nhdplusv2/huc12/1.40E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0033_p01,NA,2062,ID00275,ID00275,MINIDOKA,-113.4842,42.6691,ID,1.70E+11,Reclamation Pacific Northwest Region (PN),Reclamation,HY,27.7,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,44,https://geoconnex.us/ornl/hydrosource/dams44,https://geoconnex.us/nhdplusv2/huc12/1.70E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0034_p01,NA,1885,CO01689,CO01689,MORROW POINT,-107.538,38.4519,CO,1.40E+11,Reclamation Upper Colorado Region (UC),Reclamation,HY,173.2,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,45,https://geoconnex.us/ornl/hydrosource/dams45,https://geoconnex.us/nhdplusv2/huc12/1.40E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0035_p01,NA,1770,CO00446,CO00446,MT. ELBERT FOREBAY,-106.3562,39.1119,CO,1.10E+11,Reclamation Great Plains Region (GP),Reclamation,PS,NA,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-gross-generation-plant-database-2003-2019,NA,NA,NA,NA,NA,46,https://geoconnex.us/ornl/hydrosource/dams46,https://geoconnex.us/nhdplusv2/huc12/1.10E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0036_p01,NA,2540,CA10246,CA10246,NEW MELONES,-120.524,37.9491,CA,1.80E+11,Reclamation Mid Pacific Region (MP),Reclamation,HY,300,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,47,https://geoconnex.us/ornl/hydrosource/dams47,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0037_p01,NA,2692,CA10174,CA10174,NIMBUS,-121.2201975,38.6372959,CA,1.80E+11,Reclamation Mid Pacific Region (MP),Reclamation,HY,13.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,48,https://geoconnex.us/ornl/hydrosource/dams48,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0038_p01,NA,2573,CA10171,CA10171,O'NEILL FOREBAY,-121.048,37.098,CA,1.80E+11,San Luis-Delta Mendota Water Authority,Reclamation,PS,NA,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-gross-generation-plant-database-2003-2019,NA,NA,NA,NA,NA,49,https://geoconnex.us/ornl/hydrosource/dams49,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0039_p01,NA,2377,ID00273,ID00273,PALISADES,-111.2017,43.3328,ID,1.70E+11,Reclamation Pacific Northwest Region (PN),Reclamation,HY,176.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,50,https://geoconnex.us/ornl/hydrosource/dams50,https://geoconnex.us/nhdplusv2/huc12/1.70E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0040_p01,NA,1931,AZ10312,AZ10312,PARKER,-114.1392,34.2966,AZ,1.50E+11,Reclamation Lower Colorado Region (LC),Reclamation,HY,120,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,51,https://geoconnex.us/ornl/hydrosource/dams51,https://geoconnex.us/nhdplusv2/huc12/1.50E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0041_p01,NA,1649,WY01381,WY01381,PILOT BUTTE,-108.7559,43.1955,WY,1.01E+11,Reclamation Great Plains Region (GP),Reclamation,HY,1.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,52,https://geoconnex.us/ornl/hydrosource/dams52,https://geoconnex.us/nhdplusv2/huc12/1.01E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0042_p01,NA,1731,NA,NA,NA,-105.3250744,40.36505622,CO,1.02E+11,Reclamation Great Plains Region (GP),Reclamation,HY,38.2,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,53,https://geoconnex.us/ornl/hydrosource/dams53,https://geoconnex.us/nhdplusv2/huc12/1.02E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0043_p01,NA,2262,WA00275,WA00275,ROZA DIVERSION,-120.4659,46.7491,WA,1.70E+11,Reclamation Pacific Northwest Region (PN),Reclamation,HY,12.9,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,54,https://geoconnex.us/ornl/hydrosource/dams54,https://geoconnex.us/nhdplusv2/huc12/1.70E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0044_p01,NA,2574,CA10183,CA10183,B. F. SISK,-121.0817,37.0689691,CA,1.80E+11,California Department of Water Resources,Reclamation,PS,NA,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-gross-generation-plant-database-2003-2019,NA,NA,NA,NA,NA,55,https://geoconnex.us/ornl/hydrosource/dams55,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0045_p01,NA,1737,WY01297,WY01297,SEMINOE,-106.906358,42.154838,WY,1.02E+11,Reclamation Great Plains Region (GP),Reclamation,HY,51.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,56,https://geoconnex.us/ornl/hydrosource/dams56,https://geoconnex.us/nhdplusv2/huc12/1.02E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0046_p01,NA,2913,CA10186,CA10186,SHASTA,-122.4192,40.7186,CA,1.80E+11,Reclamation Mid Pacific Region (MP),Reclamation,HY,714,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,57,https://geoconnex.us/ornl/hydrosource/dams57,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0047_p01,NA,2914,CA10190,CA10190,SPRING CREEK DEBRIS,-122.474,40.6296,CA,1.80E+11,Reclamation Mid Pacific Region (MP),Reclamation,HY,180,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,58,https://geoconnex.us/ornl/hydrosource/dams58,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0048_p01,NA,1963,CA10192,CA10192,STAMPEDE,-120.1039,39.4751,CA,1.61E+11,Reclamation Mid Pacific Region (MP),Reclamation,HY,3.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,59,https://geoconnex.us/ornl/hydrosource/dams59,https://geoconnex.us/nhdplusv2/huc12/1.61E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0049_p01,NA,2885,CA10196,CA10196,TRINITY,-122.7622,40.8011,CA,1.80E+11,Reclamation Mid Pacific Region (MP),Reclamation,HY,140,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,60,https://geoconnex.us/ornl/hydrosource/dams60,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc0050_p01,NA,1643,MT00576,MT00576,YELLOWTAIL,-107.9581,45.3068,MT,1.01E+11,Reclamation Great Plains Region (GP),Reclamation,HY,268.8,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,61,https://geoconnex.us/ornl/hydrosource/dams61,https://geoconnex.us/nhdplusv2/huc12/1.01E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
